sno,sequence,label,Response,,,,
416,i bought an item then noticed the exchange rate was wrong.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
417,the exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
418,my card payment had the wrong exchange rate,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
419,they used the wrong rate when i made a purchase with foreign currency.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
420,does the exchange rate change each day for purchases? there is a different rate on my purchase.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
421,it seems that the rate i got is incorrect.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
422,was i charged more than i should of been for a currency exchange?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
423,what do i do if the exchange rate was wrong for the item i bought overseas?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
424,my client was converting their russian ruble into uk pound currency when they noticed their bill was much too high for the exchange. what happened?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
425,i have been overcharged. i just changed over russian ruble to uk pounds and it was too much. it seems something was wrong with my exchange.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
426,what is your exchange rate between uk pounds and russian rubles for my last transaction,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
427,i think there was an error in your exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
428,the exchange rate was not correct for the item i bought.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
429,i noticed an extra charge on the purchase that i made last saturday on my account. can you see if i received the correct exchange rate?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
430,my exchange seems to have something wrong with it. i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
431,the correct exchange rate wasn't given to me for an item i purchased.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
432,"i bought something in another currency, but the exchange rate was incorrect.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
433,the exchange rate is wrong from something i got in another country,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
434,"the exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
435,my card payment has the wrong exchange rate,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
436,why is the exchange rate different from what i expected?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
437,the exchange rate you are using is really bad.this can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
438,why was i charged extra on my last uk pound to russian ruble exchange?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
439,the wrong exchange rate was used when i purchased an item.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
440,why was the wrong rate applied when i bought something in a different currency?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
441,i bought something abroad and the exchange rate applied is wrong,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
442,an item i bought had the wrong exchange rate applied.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
443,i think the rate that was applied to my purchase using foreign currency is wrong. help!,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
444,why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
445,i want to change the wrong exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
446,i recently bought something abroad but the exchange rate is incorrect. why?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
447,i did not receive the correct amount for the exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
448,"i guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
449,the exchange rate for my payment last saturday must be wrong because i was charged extra.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
450,are you sure this is the interbank exchange rate? this rate is really bad.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
451,the exchange rate you are using is really bad. this can't possibly be the official interbank exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
452,i believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
453,"i changed the currency, but why is it costing more?",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
454,why was the exchange wrong for the item i purchased?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
455,"i made an international purchase, but the exchange rate was wrong",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
456,my purchase used the wrong exchange rate,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
457,"i have been charged to much for the object i bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
458,i made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
459,why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
460,your foreign exchange rate is wrong.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
461,it looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
462,i bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
463,i think the exchange rate on my card payment is incorrect.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
464,i bought an item that i was charged a different exchange rate for.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
465,i am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
466,when i purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
467,the exchange rate used on your app is really bad. i'm considering closing my account because of it.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
468,i think i was charged extra on my payment on last saturday.  maybe the exchange rate was wrong?  i'd like a refund.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
469,i received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
470,are you ripping people off with the exchange rate?  it can't be that atrocious between banks.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
471,i don't think the charges made when i had currency exchanged are right.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
472,why am i being charged the wrong currency exchange when i purchased something abroad?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
473,the exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
474,"when i bought something abroad, the exchange rate was wrong.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
475,i didn't receive the correct exchange rate for an item that i bought.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
476,why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
477,i am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
478,the exchange rate is incorrect on an item i recently purchased in a foreign country.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
479,the exchange rate is incorrect for something i bought,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
480,why was i charged a higher exchange rate when i bought something abroad?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
481,why didn't i receive the correct exchange rate for an item that i purchased?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
482,why is the exchange rate on my card payment different than i expected?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
483,my rate of exchange was wrong.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
484,i recently bought something in foreign currency and i am unsure of the exchange rate. is this rate applied correctly?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
485,i purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
486,a foreign purchase i made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
487,"when i was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
488,there's an error in regards to the exchange rate for an item i bought.,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
489,"last saturday, i made a payment and the exchange rate was wrong.  i was charged too much.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
490,i purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
491,exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
492,"i'm going on a trip soon and i needed to convert my russian ruble to uk pounds, but when i did, your company charged me above the exchange rate. did you mess up my transaction?",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
493,i was charged extra. was the exchange rate for my payment last saturday wrong?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
494,why am i being charged more on exchange with things i bought abroad?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
495,"i  have been charged more than i should for the presents i bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
496,i made a purchase but the exchange rate is wrong?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
497,why on earth is the exchange rate so bad?   can i get a rate closer to the actual interbank rate?,card_payment_wrong_exchange_rate,Can you send your order information ?,,,,
498,why did they charge me an extra $1?,extra_charge_on_statement,This is the service fee,,,,
499,why is there a 1 euro fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
500,why do i see an extra £1 charge on my statement?,extra_charge_on_statement,This is the service fee,,,,
501,i am inquiring about a $1 charge on my statement.,extra_charge_on_statement,This is the service fee,,,,
502,what is the $1 transaction on my account?,extra_charge_on_statement,This is the service fee,,,,
503,what is this extra pound charge for?,extra_charge_on_statement,This is the service fee,,,,
504,i was charged $1 in a transaction.,extra_charge_on_statement,This is the service fee,,,,
505,what is the reason for the extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
506,have have a small charge on my account from someone i purchased with but i'm not sure what it relates to.,extra_charge_on_statement,This is the service fee,,,,
507,"i have a strange transaction for £1 on my statement, what is that?",extra_charge_on_statement,This is the service fee,,,,
508,i have no idea why there is a dollar that has been charged to my account.,extra_charge_on_statement,This is the service fee,,,,
509,i have been charged a pound for something that appears on my statement,extra_charge_on_statement,This is the service fee,,,,
510,why is there a $1 charge on my statement?,extra_charge_on_statement,This is the service fee,,,,
511,where did this extra €1 fee on my statement come from?,extra_charge_on_statement,This is the service fee,,,,
512,is there a reason why there is an extra £1 charge on my account?,extra_charge_on_statement,This is the service fee,,,,
513,can you tell me what this fee is on my statement?,extra_charge_on_statement,This is the service fee,,,,
514,why has another fee been placed on my statement?,extra_charge_on_statement,This is the service fee,,,,
515,there has been a charge pending on my account statement that i can't figue out it's for a dollar.,extra_charge_on_statement,This is the service fee,,,,
516,€1 was in my statement as an extra fee.,extra_charge_on_statement,This is the service fee,,,,
517,why is there an extra charge on my statement.,extra_charge_on_statement,This is the service fee,,,,
518,"hey, i got charged extra for some reason when i purchased an app. is this a hidden fee or something? i don't think it's very cool.",extra_charge_on_statement,This is the service fee,,,,
519,i see a $1 charge in a transaction.,extra_charge_on_statement,This is the service fee,,,,
520,i had to pay a pound more than i anticipated!,extra_charge_on_statement,This is the service fee,,,,
521,there is a €1 extra fee in my statement,extra_charge_on_statement,This is the service fee,,,,
522,my statement contained a one pound extra fee,extra_charge_on_statement,This is the service fee,,,,
523,i checked my account today and saw that i was charged an extra pound that i did not spend.,extra_charge_on_statement,This is the service fee,,,,
524,i see i was charged $1 for a transaction.,extra_charge_on_statement,This is the service fee,,,,
525,$1 charge in transaction.,extra_charge_on_statement,This is the service fee,,,,
526,"i just looked at my app and it seems i was charged extra, why is that?",extra_charge_on_statement,This is the service fee,,,,
527,why is there an extra pound charge that is pending?,extra_charge_on_statement,This is the service fee,,,,
528,i was wrongfully charged one pound.,extra_charge_on_statement,This is the service fee,,,,
529,why is there an extra fee charged?,extra_charge_on_statement,This is the service fee,,,,
530,"i just checked my statement and saw a $1 charge, why is it there?",extra_charge_on_statement,This is the service fee,,,,
531,there is an odd 1£ charge that appears as pending on my statement. what's the reason for that? i haven't purchased anything for a pound.,extra_charge_on_statement,This is the service fee,,,,
532,why have i been charged an extra pound?,extra_charge_on_statement,This is the service fee,,,,
533,i think i may have been charged $1 extra on my app.  could you provide some insight as to why this may have happened?,extra_charge_on_statement,This is the service fee,,,,
534,why do i see an extra €1 charge on my statement?,extra_charge_on_statement,This is the service fee,,,,
535,is the 1 pound charge i can see an error or an incorrect entry?,extra_charge_on_statement,This is the service fee,,,,
536,why did i get a $1 extra fee on the statement?,extra_charge_on_statement,This is the service fee,,,,
537,why was i charged $1 in a transaction?,extra_charge_on_statement,This is the service fee,,,,
538,why is there a service fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
539,"my statement shows a 1£ purchase pending. i do not remember making this purchase, please let me know what this is about.",extra_charge_on_statement,This is the service fee,,,,
540,i am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement,This is the service fee,,,,
541,why did you charge me extra?,extra_charge_on_statement,This is the service fee,,,,
542,an extra pound was charged!,extra_charge_on_statement,This is the service fee,,,,
543,i got billed an extra pound!,extra_charge_on_statement,This is the service fee,,,,
544,why do i see an extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
545,"there must have been a mistake, why was i charged an extra pound?",extra_charge_on_statement,This is the service fee,,,,
546,"when i look at my statement there is an extra fee, that is for what?",extra_charge_on_statement,This is the service fee,,,,
547,there is an extra small charge on my card! what do i do?,extra_charge_on_statement,This is the service fee,,,,
548,"i looked at my statement, and there is a charge for 1£ that i don't recognize.  why is it on there?",extra_charge_on_statement,This is the service fee,,,,
549,i got a €1 extra fee in my statement,extra_charge_on_statement,This is the service fee,,,,
550,what is the extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
551,why have i been charged an extra £1?,extra_charge_on_statement,This is the service fee,,,,
552,"in my statement, i got a €1 extra fee.",extra_charge_on_statement,This is the service fee,,,,
553,i see a charge of 1l i do not recognize on my statement,extra_charge_on_statement,This is the service fee,,,,
554,i was overcharged one extra pound!,extra_charge_on_statement,This is the service fee,,,,
555,i noticed an extra pound charge?,extra_charge_on_statement,This is the service fee,,,,
556,why does my statement show a $1 charge on my account?,extra_charge_on_statement,This is the service fee,,,,
557,why has my card been charged an extra pound?,extra_charge_on_statement,This is the service fee,,,,
558,why does my statement have an extra fee?,extra_charge_on_statement,This is the service fee,,,,
559,there is a  €1 fee on my account i didn't authorize,extra_charge_on_statement,This is the service fee,,,,
560,i was made to pay an additional pound!,extra_charge_on_statement,This is the service fee,,,,
561,i was charged an extra pound for no reason. why is that?,extra_charge_on_statement,This is the service fee,,,,
562,it appears i have a fee in my statement.,extra_charge_on_statement,This is the service fee,,,,
563,when did i get a $1 extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
564,what is this fee debit on my account?,extra_charge_on_statement,This is the service fee,,,,
565,i was charged an extra dollar on my account and would like to know the reason.,extra_charge_on_statement,This is the service fee,,,,
566,what is this extra €1 fee about?,extra_charge_on_statement,This is the service fee,,,,
567,i was overcharged a pound.,extra_charge_on_statement,This is the service fee,,,,
568,why do i have an extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
569,what was the $1 charge for on my statement?,extra_charge_on_statement,This is the service fee,,,,
570,i had a dollar charged to my account that's still pending and wanted to know what the charge is for?,extra_charge_on_statement,This is the service fee,,,,
571,i was charged extra or a hidden fee when i purchased something from you. what's the deal? i didn't authorize that charge.,extra_charge_on_statement,This is the service fee,,,,
572,do you also have this extra fee on your statement?,extra_charge_on_statement,This is the service fee,,,,
573,why did i get charged one pound seemingly randomly?,extra_charge_on_statement,This is the service fee,,,,
574,why was i charged an extra pound?,extra_charge_on_statement,This is the service fee,,,,
575,i am being charged a pound out of nowhere. what is this?,extra_charge_on_statement,This is the service fee,,,,
576,a pending charge of 1l appears on my statement.  please explain as i have not made a purchase for that amount,extra_charge_on_statement,This is the service fee,,,,
577,why did you guys charge me an extra €1?,extra_charge_on_statement,This is the service fee,,,,
578,why was i charged more than i should have been?,extra_charge_on_statement,This is the service fee,,,,
579,what is the fee on my statement for?,extra_charge_on_statement,This is the service fee,,,,
580,"hello, there seems to be a billing mistake associated with my account.  my app was charged $1 more than it should have.  could you please explain why this may have happened?",extra_charge_on_statement,This is the service fee,,,,
581,i need some help figuring out what this strange payment is on my account. it's stays pending and won't go away.,extra_charge_on_statement,This is the service fee,,,,
582,what is this $1 charge on my account?,extra_charge_on_statement,This is the service fee,,,,
583,there is a 1£ charge that appears as pending on my statement. what is that? i haven't purchased anything for a pound there.,extra_charge_on_statement,This is the service fee,,,,
584,why did a transaction i made charge me $1?,extra_charge_on_statement,This is the service fee,,,,
585,"there seems to be an additional charge of £1 on my statement, what is the reason for this?",extra_charge_on_statement,This is the service fee,,,,
586,i still have not received an answer as to why i was charged $1.00 in a transaction?,extra_charge_on_statement,This is the service fee,,,,
587,there is some odd 1£ charge that appears as pending on my statement. what's that about? pretty sure i haven't purchased anything for a pound there.,extra_charge_on_statement,This is the service fee,,,,
588,there is a pending payment on my account that is very strange. i don't remember making this and it won't go away. can you help me figure this out?,extra_charge_on_statement,This is the service fee,,,,
589,can you tell me about why the account i have was charged an extra 1$,extra_charge_on_statement,This is the service fee,,,,
590,why does my statement contain an extra fee?,extra_charge_on_statement,This is the service fee,,,,
591,can you tell me why i was charged $1 for a transaction?,extra_charge_on_statement,This is the service fee,,,,
592,why is there an extra €1 fee in my statement?,extra_charge_on_statement,This is the service fee,,,,
593,"there is an extra charge on my account i didn't authorise, it's just £1, what is it?",extra_charge_on_statement,This is the service fee,,,,
594,what is the dollar that i have pending on my statement there?,extra_charge_on_statement,This is the service fee,,,,
595,"i see an extra $1  charge on my statement, why is this?",extra_charge_on_statement,This is the service fee,,,,
596,can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement,This is the service fee,,,,
597,how can i find out about an extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
598,"hello, i see that i have been charged an extra $1 on my app.  could you please provide me with a reason for this charge?",extra_charge_on_statement,This is the service fee,,,,
599,is there a reason there's an extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
600,what is this extra fee on my statement.,extra_charge_on_statement,This is the service fee,,,,
601,what does the €1 fee mean?,extra_charge_on_statement,This is the service fee,,,,
602,i checked my statement and am being charged one pound. where did this charge come from?,extra_charge_on_statement,This is the service fee,,,,
603,i do not know why i was charged for the $1 transaction.,extra_charge_on_statement,This is the service fee,,,,
604,i wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement,This is the service fee,,,,
605,"i'm pretty frustrated about a pound charge that keeps  showing up in my account statement. it's listed in the app as ""pending"", it never changes, and now i'm thinking someone's hacked my account!",extra_charge_on_statement,This is the service fee,,,,
606,how come there is a $1 extra charge on my statement?,extra_charge_on_statement,This is the service fee,,,,
607,i was charged an extra pound.,extra_charge_on_statement,This is the service fee,,,,
608,there is a charge for an additional pound.,extra_charge_on_statement,This is the service fee,,,,
609,there is a strange 1£ charge that appears as pending on my statement. what's the cause for that? i haven't purchased anything for a pound.,extra_charge_on_statement,This is the service fee,,,,
610,i need to know what these extra charges are on my statement?,extra_charge_on_statement,This is the service fee,,,,
611,how come there is an extra fee on my statement?,extra_charge_on_statement,This is the service fee,,,,
612,why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement,This is the service fee,,,,
613,"i checked my statement and saw a charge of one pound, where is this charge coming from?",extra_charge_on_statement,This is the service fee,,,,
614,i don't understand why there is an extra €1 fee in my statement.,extra_charge_on_statement,This is the service fee,,,,
615,why was i charged extra on my app?,extra_charge_on_statement,This is the service fee,,,,
616,why was my account assessed a fee?,extra_charge_on_statement,This is the service fee,,,,
617,there is an extra 1£ charge on my app. why did you charge me extra?,extra_charge_on_statement,This is the service fee,,,,
618,why i'm i being charged an extra pound,extra_charge_on_statement,This is the service fee,,,,
619,the $1.00 has still not been reverted as indicated in the previous email.,extra_charge_on_statement,This is the service fee,,,,
620,my statement shows and extra 1$ that was charged to it and i would like to know why.,extra_charge_on_statement,This is the service fee,,,,
621,"there is an extra $1 charge on my statement, why is that?",extra_charge_on_statement,This is the service fee,,,,
622,is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement,This is the service fee,,,,
623,why is there a fee added to my statement?,extra_charge_on_statement,This is the service fee,,,,
624,why would there be an extra charge on my app?,extra_charge_on_statement,This is the service fee,,,,
625,there is a charge for 1£ on my statement.  i do not think that i bought anything that costed 1£.  what is going on?,extra_charge_on_statement,This is the service fee,,,,
626,there is  an extra 1£ charge on my app. why did it charge me extra?,extra_charge_on_statement,This is the service fee,,,,
627,why is there an additional fee showing on the statement i received?,extra_charge_on_statement,This is the service fee,,,,
628,how come i was charged a transaction of $1?,extra_charge_on_statement,This is the service fee,,,,
629,please explain the charge of 1l in error.  i have purchased nothing in this amount.,extra_charge_on_statement,This is the service fee,,,,
630,where did the  €1 fee in my statement come from,extra_charge_on_statement,This is the service fee,,,,
631,what is this random charge of one pound doing on my account?,extra_charge_on_statement,This is the service fee,,,,
632,i had to pay one pound more than the set price!,extra_charge_on_statement,This is the service fee,,,,
633,my statement is showing an extra £1 charge and i am unsure why. is there an explanation for this?,extra_charge_on_statement,This is the service fee,,,,
634,why is it showing that my account has been charged a dollar that is showing as pending?,extra_charge_on_statement,This is the service fee,,,,
635,"i do not understand why there is a pending 1£ charge on my statement, i do not recall making this transaction. can you please tell me what this is about?",extra_charge_on_statement,This is the service fee,,,,
636,my statement shows an extra fee - what is it?,extra_charge_on_statement,This is the service fee,,,,
637,what is this €1 charge?,extra_charge_on_statement,This is the service fee,,,,
638,i've been charged an extra £1 and i don't know what it's for,extra_charge_on_statement,This is the service fee,,,,
639,i was overcharged an additional pound.,extra_charge_on_statement,This is the service fee,,,,
640,i've been charged an extra £1 and i don't know why,extra_charge_on_statement,This is the service fee,,,,
641,my statement is showing i was charged a dollar and i am not sure why.,extra_charge_on_statement,This is the service fee,,,,
642,why is there a €1 charge on my statement?,extra_charge_on_statement,This is the service fee,,,,
643,an extra fee of €1 was in my statement,extra_charge_on_statement,This is the service fee,,,,
644,why is my cash withdrawal still showing as pending?,pending_cash_withdrawal,please call the officer,,,,
645,why is the cash withdrawal under pending?,pending_cash_withdrawal,please call the officer,,,,
646,what does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal,please call the officer,,,,
647,"hello, i have a pending transaction in my account due to an atm machine that wasn't working. in any case if the transaction goes through, after how long can i get my money back?",pending_cash_withdrawal,please call the officer,,,,
648,why is my atm withdrawal still pending?,pending_cash_withdrawal,please call the officer,,,,
649,is the cash withdrawal going to show?,pending_cash_withdrawal,please call the officer,,,,
650,"cash withdrawal has been pending, why is it so?",pending_cash_withdrawal,please call the officer,,,,
651,my account shows up as pending after i received cash from the atm earlier.  how can this be still pending? i've got the cash already.,pending_cash_withdrawal,please call the officer,,,,
652,how long does it take to verify a cash withdraw?,pending_cash_withdrawal,please call the officer,,,,
653,why has my withdrawal not posted?,pending_cash_withdrawal,please call the officer,,,,
654,"when i used one of the atms in the city centre today, i tried to take out some money, but for whatever reason, the machine declined my card. just checked it out in my account and that amount is still showing as pending! is there any way that you can cancel this transaction, because i did not receive any money whatsoever from the atm",pending_cash_withdrawal,please call the officer,,,,
655,why is the cash withdraw i made shown as pending?,pending_cash_withdrawal,please call the officer,,,,
656,"hello. i looked at my account and see that a transaction i tried to do is pending, but i did not complete that transaction. when i was at the atm, the machine declined my card. can you make sure that transaction does not go through because i definitely did not receive the money.",pending_cash_withdrawal,please call the officer,,,,
657,should my cash withdrawal still be pending?,pending_cash_withdrawal,please call the officer,,,,
658,"hey, i tried to withdraw some cash earlier and it's saying it's pending? will i be charged for this?",pending_cash_withdrawal,please call the officer,,,,
659,there should be a cash withdrawal that i haven't seen yet.,pending_cash_withdrawal,please call the officer,,,,
660,why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal,please call the officer,,,,
661,why is my cash withdrawal still pending?,pending_cash_withdrawal,please call the officer,,,,
662,"if my cash withdrawal is still not showing, is something wrong?",pending_cash_withdrawal,please call the officer,,,,
663,i noticed on my online statement that an atm withdrawal i made early is still pending.  is this accurate?,pending_cash_withdrawal,please call the officer,,,,
664,i tried to get cash at some atm in the city centre earlier but the machine declined my card. i've seen it still shows up as pending in my account. please cancel it immediately as i definitely have not received that money!,pending_cash_withdrawal,please call the officer,,,,
665,i have withdrawn cash from the atm but it is showing in my account as a pending transation. why is this?,pending_cash_withdrawal,please call the officer,,,,
666,i made a cash withdrawal earlier and it's showing as pending.  what does that mean?,pending_cash_withdrawal,please call the officer,,,,
667,i tried to withdraw cash at an atm in the city center but my card was declined. the transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal,please call the officer,,,,
668,how long does it take for a cash withdrawal to show?,pending_cash_withdrawal,please call the officer,,,,
669,"i tried to access money earlier but the machine seems not to be working. after looking, the transaction actually shows to still being process. can you find out what is going on here? i don't want to be charged for some money i never got.",pending_cash_withdrawal,please call the officer,,,,
670,why is my cash withdrawal pending?,pending_cash_withdrawal,please call the officer,,,,
671,i withdrew cash but it still shows as pending?,pending_cash_withdrawal,please call the officer,,,,
672,"hi there, earlier today i tried to take money out of an atm machine, and something wasn't working.  i didn't actually receive the money, but i just checked and it says that the transaction is still pending.  can you tell me what's going on here? am i still being charged for the withdrawal even though i didn't end up getting any money?",pending_cash_withdrawal,please call the officer,,,,
673,i got some cash in the atm but its still pending,pending_cash_withdrawal,please call the officer,,,,
674,"so much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal,please call the officer,,,,
675,do you know when the withdrawal will show?,pending_cash_withdrawal,please call the officer,,,,
676,how long will my cash withdrawal take,pending_cash_withdrawal,please call the officer,,,,
677,i have a withdrawal waiting to go through.,pending_cash_withdrawal,please call the officer,,,,
678,i took out some cash from the atm but it is still showing the transaction is pending.,pending_cash_withdrawal,please call the officer,,,,
679,how are cash withdrawals pending?,pending_cash_withdrawal,please call the officer,,,,
680,"i went to an atm to get cash, but the app says the withdrawal is still pending. how is that possible when i already have the cash with me?",pending_cash_withdrawal,please call the officer,,,,
681,my cash withdrawal isnt showing on my account,pending_cash_withdrawal,please call the officer,,,,
682,what does pending mean on a cash withdrawal?,pending_cash_withdrawal,please call the officer,,,,
683,i'm expecting to see a cash withdrawal but i'm still waiting.,pending_cash_withdrawal,please call the officer,,,,
684,"so earlier i went to an atm and got cash. but when i checked the app, it states that the withdrawal is pending. how can that be when i have the cash on me?",pending_cash_withdrawal,please call the officer,,,,
685,how long does it take for cash withdrawals to hit my account?,pending_cash_withdrawal,please call the officer,,,,
686,can you explain to me why a cash withdrawal shows up as pending?,pending_cash_withdrawal,please call the officer,,,,
687,i made a deposit in the atm and it has not cleared,pending_cash_withdrawal,please call the officer,,,,
688,withdrawal pending meaning?,pending_cash_withdrawal,please call the officer,,,,
689,what does it mean to have a pending cash withdrawal?,pending_cash_withdrawal,please call the officer,,,,
690,i tried to get some money but the machine was not working .the transaction still seems in progress! can you please check what's going on.i don't want to be charged for money that i did not received.,pending_cash_withdrawal,please call the officer,,,,
691,"my account says there are pending funds right now from withdrawing from an atm, but my card was declined and i never took out any money. when will that money be deposited back into my account?",pending_cash_withdrawal,please call the officer,,,,
692,how long before i can see that my cash withdrawal has taken place?,pending_cash_withdrawal,please call the officer,,,,
693,my account says i have money but i withdrew it in cash.,pending_cash_withdrawal,please call the officer,,,,
694,i didn't receive my money earlier and it says the transaction is still in progress. can you fix it?,pending_cash_withdrawal,please call the officer,,,,
695,"hello. i have a transaction in my account listed as pending. i tried to use an atm at the city centre, but the machine declined my card, and i did not receive the money. why is the transaction still pending if i did not receive the money.",pending_cash_withdrawal,please call the officer,,,,
696,how long does it typically take for a pending atm withdrawal to clear?,pending_cash_withdrawal,please call the officer,,,,
